question,category,ai_intent,ai_medical_relevance
How to get online appointment for OPD in numerology,opd,scheduling,high
Dental cleaning college,general,information_seeking,high
How to apply for patient registration,appointment,information_seeking,medium
Which dr is available on saturday for physician?,general,information_seeking,high
There is no specific date mentioned,general,scheduling,medium
i want the medical information for kmee operation,general,information_seeking,high
Vericocele excision surgery which method,departments,information_seeking,high
I am interested for GNM course can I get some information about it,courses,information_seeking,high
Kya Sunday ko medical college Open rhta hai,general,scheduling,high
Admission in bpt !,admissions,information_seeking,medium
Can i book a appointment online,appointment,scheduling,high
Dr kumar santanu opd appointment,opd,scheduling,high
nursing officer levrl 7 ka,courses,information_seeking,high
Dermatologist,departments,information_seeking,high
Sir I want book an appointment for ordho dr,appointment,scheduling,high
B.Sc. in Radiotherapy Technology fee structure nahin dekh pa raha hun,fees,information_seeking,medium
Dermatology,departments,information_seeking,high
Bsc nursing admission open,admissions,scheduling,medium
KGMU nursing vacancy ka,courses,information_seeking,medium
Maine 20 bar dikhaya Kano ki samsya hai mujhe 70.90 dbhl hearing loss hai doctor ne sahi mujhe ye nahi btaya akhir samsya kya hai na hi koi jach karvai to kya karu,general,complaint,high
एक नंबर लगाना था हिमेटोलॉजी में कल का,general,information_seeking,medium
Bachelor of Physiotherapy,general,information_seeking,high
Please give me appointment for opd,opd,scheduling,high
Can i get appointment as a patient to kgmu gynacoligy department,appointment,scheduling,high
Paramedical formss entrance date,admissions,information_seeking,medium
Kgmu me teacher ki vacancy,career,information_seeking,medium
Dmlt admission process,admissions,information_seeking,medium
Upcnet rant kgmu adddmisson,general,information_seeking,medium
Online apoiment ablable nhi hai kiya,general,information_seeking,medium
Fibrid ki opretion ka kitna charge hi,fees,information_seeking,high
xray technician cousre kitne yr ka hain,general,information_seeking,high
Fee structure for MHA,fees,information_seeking,medium
Abhi tak counselling nahi hua hai na,admissions,information_seeking,medium
Kgmu pharmacist answer key kab aayega,departments,scheduling,high
Mam anm ki fees kitni hai,fees,information_seeking,medium
Admission process for bpt course,admissions,information_seeking,medium
My dv done on 23 december 2025 for post of non teaching technical post dialysis technician any update regarding final list,general,information_seeking,medium
I want to know is there any fees,fees,information_seeking,medium
Is single balloon enteroscopy available,general,information_seeking,high
Show me bmlt course,courses,information_seeking,high
Ok but mera compartment lga hai chemistry me aur mera 12th me 58 %bna hai,general,information_seeking,medium
lari me dikhana hain dr.,general,information_seeking,high
Kgmu me diploma addmission ka kya process h ek students ke liye,courses,information_seeking,medium
Kgmu radiographer ka result a gya kya,exams,information_seeking,medium
how can i down load the visiting days od doctors,general,information_seeking,medium
3 April ko kaun sa exam hai,exams,information_seeking,medium
Bsc nursing fee structure affordable,fees,information_seeking,medium
Opd book,opd,information_seeking,high
Sir me examination office ja chuka hu but waha Hmko bola ja rha h ki dgme se allotment letter le aooo.....dgme Jane par bola gya ki allotment letter ek issue hota h.....ab aap bataiye hm apni Marksheet kaise Sahi karwaye,exams,information_seeking,medium
Why this my bp not increase or decrease it remain always same 140/90,general,information_seeking,high
Online form,general,information_seeking,medium
Nursing Staff nurse vaccancy in kgmu,faculty,information_seeking,medium
Lab technician paramedical course ke liye 2026 me entrance exam ka form kab bhara jata hai,admissions,scheduling,medium
Does kgmu offer bpt courses,courses,information_seeking,medium
Vacancy for pharmacist,departments,information_seeking,medium
Gastroenterology ki opd,opd,information_seeking,high
Staff nurse or nursing officer in opthalmology department,faculty,information_seeking,high
how book opd registration,opd,scheduling,medium
Mujhe kgmu se BSc nursing Krna hai to mai kaise kr skti hu,courses,information_seeking,high
Kya OPD ke liye Appointment lena jaruri hai,opd,information_seeking,high
Kya urology department hai,departments,information_seeking,high
Is tomorrow OPD facilility available at lari cardiology or not,opd,information_seeking,high
Pharmacist ki answer key kab tak aayegi,departments,scheduling,medium
Ot assistant ki joining kb tk hogi,general,information_seeking,medium
appiontment book karna,appointment,scheduling,medium
pharmacist result kab tak ayega,exams,information_seeking,medium
Ent doctor,departments,information_seeking,high
mujhe kuch nhi mila,general,information_seeking,medium
Pathology faculty,faculty,information_seeking,high
please tell pro exam controller phone no,exams,information_seeking,medium
KGMU Nursing Officer exam date?,exams,information_seeking,medium
Alied health courses with their entrance exam and date,admissions,scheduling,high
kindly tell me what about the radiology technician joining?,departments,information_seeking,high
Mera is clg m addmission ho skta h ky muje bsc nursing Krna h,courses,information_seeking,medium
Paralysis attack aaya hai,general,information_seeking,high
I want appointment please,appointment,scheduling,high
where is community medicine,departments,navigation,high
I try to contact to you on given mobile No.,contact,information_seeking,medium
Theek h mujhe cource to mil gya pr admission form kb aayega uska ye kaise pta kru,admissions,information_seeking,medium
Dr. shweta pandey ki opd kis din hoti hai,opd,information_seeking,medium
सर /मेम नमस्ते में शालू पत्नी स्व संजय कुमार निवासी सी 12 निराला नगर लखनऊ मेरे पति की मृत्यु दिनांक 18/10/2025 को केजीएमसी के ट्रामा सेंटर के मेडिसिन विभाग में हो गई थी जिसका मृत्यु प्रमाण पत्र के लिए में संबंधित विभाग में ना जाने कितनी बार जा कर वापस आई हूँ मृत्यु प्रमाण पत्र ना होने की वजह से मेरी कोई भी सुनवाई किसी अन्य विभाग में नहीं हो पा रही है मेरे चार छोटे बच्चे हे और घर में कमाने वाला सिर्फ़ मेरा पति था मेरी स्तिथि व मेरे घर की वित्ती स्तिथि बिल्कुल ख़राब हो चुकी है और केजीएमसी में संबंधित विभाग रोज कोई ना कोई बहाना बता कर मुझे वापस लौटा देता है कृपया मेरी मदत करे और मुझे मेरे पति का मृत्यु प्रमाण पत्र उपलब्ध करने की कृपा करे में एब्लिकेशन और पति का आधार व अपना मोबाइल नम्बर मेल व व्हॉट्सएप के द्वारा आप को भेज रही हूँ धन्यवाद शालू 8299377057 8576887777,general,information_seeking,high
Mai b.pharma studunet hu or ircs se maine abhi first aid kiya hua hai to kya mai kar sakta hu,departments,information_seeking,high
Kgmu pharmacist exam ki answer key,exams,information_seeking,high
I m looking for bsc nursing,courses,information_seeking,medium
How to apply for MHA,career,information_seeking,high
Mam hme anm course sai releted kuch information chahiye the,courses,information_seeking,medium
How to download Admit card exam,exams,information_seeking,medium
How to download it,general,information_seeking,medium
Mai teeth enamel grow trial me interst hu,general,information_seeking,high
i want to enquire about the delay in joining of pharmacist after the dv,departments,information_seeking,medium
I want take appointment,appointment,information_seeking,high
Lab technician recruitment admit card,career,information_seeking,medium
Msc mlt enterce exam date,exams,scheduling,medium
Kaise dermatologist ko dikhye,departments,information_seeking,high
